#{"t_start": 1654271916.941821, "env_id": "kelin-v0"}
r,l,t
-19.303907,100,766.727497
-13.039483,100,769.207537
-21.051928,100,771.582877
-11.158664,100,773.975663
-20.545711,100,776.522748
-19.60825,100,779.03562
-23.663299,100,781.60987
-20.982421,100,784.12772
-9.20978,100,786.471693
-11.267474,100,788.879886
-29.712088,100,791.322222
-24.140332,100,793.700718
-19.004701,100,796.188646
-21.039881,100,798.623336
-6.657311,100,800.999734
-29.766646,100,803.400688
638.147689,100,805.839426
-21.217836,100,808.203343
-19.525931,100,810.724421
-12.826161,100,813.10766
-9.090783,100,815.520477
-21.294177,100,817.838553
-9.006983,100,820.229734
-29.38196,100,822.589386
-21.132942,100,824.997751
-29.370311,100,827.399435
-20.608752,100,829.927722
-11.622471,100,832.288599
-7.04412,100,834.604941
-6.588282,100,836.969466
-21.074531,100,839.414846
-19.391685,100,842.204504
-21.21937,100,844.7294
-19.830814,100,847.231797
-10.902799,100,849.888547
-21.17868,100,852.609291
-14.138883,100,855.029757
-20.847307,100,857.688276
-18.603047,100,860.475851
992.624563,100,863.084381
-6.815808,100,865.662162
-16.968885,100,868.35955
118.053696,100,870.849257
488.081964,100,873.328897
-11.608528,100,875.864676
-49.338938,100,878.325528
-9.207938,100,880.677395
-21.109817,100,883.127465
-139.369526,100,885.500214
-23.933617,100,888.075629
-19.555257,100,890.452996
-19.197236,100,892.81705
-8.794346,100,895.209238
-19.344261,100,897.608189
-8.109075,100,900.075467
-9.19258,100,902.499447
-17.734344,100,904.935
-14.501838,100,907.433534
-16.557354,100,909.881073
-20.434572,100,912.344248
-19.207335,100,914.864044
488.360022,100,917.329184
-11.247523,100,919.816073
-14.241139,100,922.409425
-9.989657,100,925.071177
-24.208816,100,927.53193
-16.688006,100,930.146247
-11.776669,100,932.605915
-20.515466,100,935.001088
-16.409966,100,937.460955
-17.732375,100,939.836079
488.3904,100,942.2593
-29.845749,100,945.03468
-19.647206,100,947.686207
-12.670863,100,950.240167
-14.083148,100,952.70348
-29.807465,100,955.287312
-23.955524,100,957.873423
-14.333451,100,960.199217
-16.576296,100,962.625049
-17.358286,100,965.149196
-18.776866,100,967.579259
-11.079192,100,970.069023
-12.969638,100,972.511653
-7.975958,100,974.909041
-20.499904,100,977.367942
-9.780152,100,979.828798
-21.030473,100,982.189094
-21.328926,100,984.64963
-14.473887,100,987.36161
-23.93057,100,989.823135
-9.518021,100,992.197178
-20.327469,100,994.596114
-15.892692,100,997.043194
-9.502386,100,999.379553
-9.891053,100,1001.786712
-20.720209,100,1004.294635
-20.041887,100,1006.82775
-14.22495,100,1009.339166
-20.204369,100,1011.778785
-29.943857,100,1014.229928
-19.333729,100,1016.799095
-21.049917,100,1019.218861
-24.152194,100,1021.648402
-29.739895,100,1024.108032
-7.915913,100,1026.630134
-17.754472,100,1029.068832
-20.403253,100,1031.839888
-20.874196,100,1034.523936
-20.327075,100,1037.249012
-18.917984,100,1039.831964
-9.921075,100,1042.436701
-18.896123,100,1045.007975
-15.784315,100,1047.509566
443.180535,100,1050.002805
-9.237496,100,1052.42794
-13.027354,100,1054.934923
-17.8623,100,1057.467041
-19.106354,100,1059.94971
-140.091163,100,1062.417897
-18.178717,100,1064.950549
-11.819348,100,1067.528854
-20.306932,100,1070.006801
-11.787312,100,1072.39565
-9.144086,100,1074.81767
-9.893976,100,1077.300601
-20.334669,100,1079.744649
-20.433971,100,1082.171909
-18.912267,100,1084.623849
-11.914705,100,1087.108763
-15.821933,100,1089.61672
-15.583182,100,1092.731416
-7.280828,100,1095.349246
-14.736571,100,1097.858751
-9.143143,100,1100.387596
-20.253483,100,1103.126841
-12.528311,100,1105.714711
-20.899629,100,1108.253482
-19.985133,100,1110.660943
-20.425528,100,1113.214035
-11.842979,100,1115.678735
-20.170385,100,1118.180527
-16.109489,100,1120.692466
197.995603,100,1123.201025
-80.195301,100,1125.662721
-9.46169,100,1128.138702
-18.631044,100,1130.847881
-11.080718,100,1133.365455
-9.336222,100,1135.889553
992.948535,100,1138.437346
-15.671661,100,1141.390486
-15.490399,100,1143.80702
-30.759234,100,1147.130463
-11.539598,100,1150.001404
-15.401544,100,1153.009623
-20.160049,100,1155.488033
-11.688263,100,1158.251353
-9.843589,100,1160.842189
-11.534741,100,1163.567528
-15.349034,100,1166.016163
-18.563515,100,1168.559929
993.278769,100,1171.111922
-19.685105,100,1173.781423
-9.040971,100,1176.395461
-17.342561,100,1178.998316
992.709117,100,1181.443665
-15.468202,100,1184.020318
-9.966379,100,1186.508758
993.118689,100,1189.008502
-21.419376,100,1191.566075
-19.25868,100,1194.271018
-19.776918,100,1196.913271
-16.023989,100,1199.548496
-18.1927,100,1201.992807
-8.890614,100,1204.498097
-9.771864,100,1207.05907
-17.957643,100,1209.609461
-9.812586,100,1212.198297
-9.288929,100,1214.769511
-20.285254,100,1217.237316
-11.30125,100,1219.72136
-9.025806,100,1222.547483
-15.858481,100,1225.166159
-18.220994,100,1227.750209
-20.564256,100,1230.343388
-18.566328,100,1233.098359
-8.638946,100,1235.670656
992.533732,100,1238.906587
-20.791791,100,1241.54855
-17.623311,100,1244.478451
992.58989,100,1247.048133
-9.017789,100,1249.82211
-21.252116,100,1252.548158
-11.682806,100,1255.141413
-21.385158,100,1257.678383
-20.76288,100,1260.116557
-12.379795,100,1262.608346
-30.211876,100,1265.206711
-19.716737,100,1267.64647
-19.957605,100,1270.482172
-8.268473,100,1273.155899
-17.708725,100,1276.149909
308.313419,100,1279.158028
-21.311123,100,1281.927639
-8.214788,100,1284.333099
-18.526397,100,1287.237145
-24.054637,100,1289.708405
-9.09005,100,1292.228297
-21.862772,100,1294.678839
-17.708887,100,1297.250937
-11.902605,100,1299.808232
-9.322378,100,1302.226019
-12.398308,100,1304.67608
-9.804809,100,1307.246327
-19.692029,100,1309.796108
-20.321387,100,1312.247995
-11.802036,100,1314.68815
-9.179743,100,1317.23613
-19.83542,100,1320.077953
-16.388834,100,1322.665871
-16.597512,100,1325.148584
-11.79649,100,1327.755002
-15.722197,100,1330.273823
992.699927,100,1332.883106
-16.16334,100,1335.574665
-30.541912,100,1338.402141
992.745484,100,1341.056162
-11.927316,100,1343.687466
-19.792776,100,1346.246137
-20.077024,100,1348.838117
-9.244931,100,1351.366076
-29.72787,100,1353.87168
-18.356821,100,1356.347004
-7.000909,100,1359.183895
-9.156652,100,1361.963135
-20.593505,100,1364.359825
-23.891441,100,1366.877083
-18.950389,100,1369.625705
-15.884543,100,1372.121755
-7.725738,100,1374.695767
-11.86006,100,1377.248082
-20.494603,100,1379.855756
-20.65755,100,1382.27976
-15.838472,100,1384.927923
-22.283164,100,1387.555991
992.734978,100,1390.021146
-9.986839,100,1392.770743
-16.949573,100,1395.516605
-9.117611,100,1398.134504
-11.445998,100,1400.593765
-11.832676,100,1403.263449
-19.717411,100,1405.877642
-11.9691,100,1408.361621
-20.613189,100,1410.939724
-21.707647,100,1413.548761
-16.811775,100,1416.263824
-18.1944,100,1418.974904
-11.82139,100,1421.540513
-20.217669,100,1424.399607
-9.244838,100,1427.019449
-17.643921,100,1429.838339
-15.657174,100,1432.468086
-19.030884,100,1434.855714
-18.953633,100,1437.49679
-16.86294,100,1440.04772
-11.899218,100,1442.58975
-9.18443,100,1445.360666
-18.060871,100,1447.830914
-15.504498,100,1450.907598
-22.331566,100,1453.576792
-12.052084,100,1456.332338
-17.357633,100,1458.87558
-8.288511,100,1461.551608
-20.676065,100,1464.256784
-9.513555,100,1467.127526
-19.852293,100,1470.103499
568.171035,100,1472.864342
-9.368137,100,1475.496652
-16.122688,100,1478.173663
652.068674,100,1480.873599
-8.559126,100,1483.627299
-23.754392,100,1486.247568
-15.271692,100,1488.991215
-15.846867,100,1491.57766
-23.716117,100,1494.107492
-119.766148,100,1496.875553
-9.103538,100,1499.542015
-12.572116,100,1502.033423
-11.341125,100,1504.702752
-23.780045,100,1507.224599
-8.830056,100,1509.988336
-18.371587,100,1512.583811
992.993154,100,1515.141022
-8.701572,100,1517.697568
-23.703255,100,1520.179761
-16.637321,100,1523.035274
-18.216509,100,1525.632251
-12.48469,100,1528.156629
-17.718415,100,1530.77458
-8.716801,100,1533.459396
-8.620363,100,1536.111811
-11.191296,100,1538.846488
-11.374335,100,1541.387599
-9.287107,100,1543.892202
-21.022506,100,1546.406521
-29.46165,100,1548.884181
-19.6939,100,1551.377487
498.34803,100,1553.937515
-8.585546,100,1556.407298
-21.619844,100,1559.027468
-12.40724,100,1561.593579
-11.146561,100,1564.046306
-15.637242,100,1566.516433
348.330875,100,1569.079443
-20.4546,100,1571.535417
992.485796,100,1573.997368
993.053396,100,1576.527252
-11.221005,100,1579.025165
-9.711919,100,1581.516456
-21.932584,100,1584.087177
-20.403593,100,1586.575716
-12.682203,100,1589.032517
-17.629556,100,1591.603263
-9.743606,100,1594.058038
-11.441014,100,1596.615092
-15.362951,100,1599.276547
-12.070756,100,1601.818571
-17.579884,100,1604.326308
-12.927413,100,1606.796355
-29.919657,100,1609.317331
-17.87494,100,1611.911471
-9.897777,100,1614.654353
-19.743657,100,1617.197517
-9.714948,100,1619.737117
-8.931295,100,1622.230949
-22.076506,100,1624.817563
-21.337926,100,1627.425337
-9.739379,100,1629.977278
-11.199658,100,1632.657457
-17.836579,100,1635.217175
588.193122,100,1637.832096
-11.367509,100,1640.60748
-15.206229,100,1643.244865
-15.039127,100,1645.828907
-16.292513,100,1648.337173
-20.964013,100,1650.885157
-16.535345,100,1653.630175
-30.135524,100,1656.215637
-23.67529,100,1658.988017
438.333007,100,1661.864955
-12.807747,100,1664.595232
-20.622404,100,1667.18418
-19.838661,100,1669.754807
-8.954174,100,1672.409664
-7.854465,100,1675.040082
-11.551373,100,1677.743751
-11.209501,100,1680.527091
992.673206,100,1683.307006
-17.641998,100,1685.938985
-11.465679,100,1688.907109
-9.828026,100,1691.572572
-8.831064,100,1694.434898
-20.977371,100,1697.161951
-18.369336,100,1700.032015
-16.055896,100,1703.027139
-31.119086,100,1705.735847
-19.625961,100,1708.386974
-17.867183,100,1711.148902
-23.723624,100,1713.736998
-17.598351,100,1716.316994
-19.578924,100,1718.979203
-18.783513,100,1721.676681
-9.397887,100,1724.34696
-18.967129,100,1726.997337
-8.96568,100,1730.065988
-10.811121,100,1732.824976
-20.628154,100,1735.486994
-9.211919,100,1738.155655
-8.635609,100,1740.901862
-30.840486,100,1743.756063
-11.374611,100,1746.39848
-14.868862,100,1749.261901
-30.818987,100,1751.82673
-31.220862,100,1754.476614
-11.379086,100,1757.234622
-15.085987,100,1759.906295
-22.812078,100,1762.569274
-12.966305,100,1765.318762
-17.466559,100,1768.08665
-15.174978,100,1770.819374
-16.296432,100,1773.883399
-15.523617,100,1776.728698
-23.712902,100,1779.564891
-18.252105,100,1782.557406
518.369086,100,1785.31703
-17.435629,100,1787.846667
-8.998121,100,1790.506502
-10.975026,100,1793.231649
-15.691313,100,1795.981947
-7.176464,100,1798.954815
-10.851377,100,1801.704813
992.368228,100,1804.510564
-9.031381,100,1807.205499
-18.954453,100,1809.890634
-21.349424,100,1812.579661
-20.328944,100,1815.247481
-12.714252,100,1817.946605
992.480617,100,1820.70483
-11.392877,100,1823.557314
-15.548911,100,1826.429067
-23.885366,100,1829.262294
-189.258085,100,1832.156422
-17.781961,100,1834.82501
-12.950102,100,1837.684225
-11.769087,100,1840.543589
-11.277075,100,1843.340469
-16.184307,100,1846.101825
-22.279707,100,1848.951398
-23.001283,100,1851.742246
992.923125,100,1854.642396
668.302801,100,1857.482497
-18.743737,100,1860.320421
-8.869647,100,1863.129227
-9.138934,100,1865.973671
-20.408914,100,1868.74314
-18.760391,100,1871.604473
992.730216,100,1874.323172
-20.33437,100,1877.050878
-9.21156,100,1879.95523
-19.765708,100,1882.925623
-17.747777,100,1885.912525
-15.298181,100,1888.860121
-17.644488,100,1891.597234
-22.123134,100,1894.369331
-16.902651,100,1897.139166
-15.869515,100,1899.914046
-11.407423,100,1902.675955
272.990148,100,1905.691173
-20.865201,100,1908.424379
-11.349687,100,1911.282439
363.158337,100,1914.1462
-18.691072,100,1916.959211
-19.434203,100,1920.003517
-12.54704,100,1922.966839
413.352643,100,1925.984543
-9.297965,100,1929.108087
-30.188829,100,1932.648072
-8.81265,100,1935.563953
-13.056965,100,1938.465319
-20.319773,100,1941.381892
-22.495311,100,1944.192251
-23.961291,100,1947.134071
-7.094448,100,1950.027232
-10.905694,100,1952.935793
-8.812568,100,1956.111136
-17.905703,100,1958.914412
992.687381,100,1961.658085
-9.014417,100,1964.392659
-15.671143,100,1967.003202
-30.493632,100,1969.695418
-29.970754,100,1972.436109
-9.246711,100,1975.186335
-20.96566,100,1977.904351
992.93165,100,1980.706316
493.600879,100,1983.556146
-12.76282,100,1986.35378
-8.846429,100,1989.246217
-18.084784,100,1992.123131
-20.78872,100,1994.948858
210.734946,100,1997.730214
-23.509073,100,2000.476405
-9.793001,100,2003.531731
-9.879741,100,2006.359962
-12.912013,100,2009.160308
-8.724588,100,2012.033859
-20.26965,100,2014.845949
-31.018566,100,2017.566057
992.765362,100,2020.456146
-14.971188,100,2023.43963
-18.251424,100,2026.399439
-31.040485,100,2029.428882
-23.804805,100,2032.370982
-18.521716,100,2035.731635
-7.609047,100,2038.76579
-16.65236,100,2041.540855
-22.110708,100,2044.39501
-30.934475,100,2047.221987
-18.423871,100,2050.45581
-9.267788,100,2053.350698
-18.111292,100,2056.065983
-30.722167,100,2058.836104
-9.127463,100,2061.58679
-21.475705,100,2064.512203
-18.465584,100,2067.421785
-15.702243,100,2070.26861
-21.527381,100,2073.111148
-7.527428,100,2076.073783
-19.753104,100,2078.94366
-8.939519,100,2081.69259
-19.256357,100,2084.369871
678.311955,100,2087.045096
-9.077026,100,2089.735863
-9.356653,100,2092.505847
-11.269414,100,2095.175105
-16.998679,100,2097.995703
-16.969883,100,2100.775877
-8.937439,100,2103.535727
-18.131376,100,2106.193761
-15.476121,100,2108.874585
-30.841888,100,2111.652273
-18.100926,100,2114.394797
-16.103545,100,2117.0757
-20.307331,100,2119.747864
-7.550566,100,2122.556317
-14.756909,100,2125.359201
-20.235385,100,2128.003411
-18.053243,100,2130.665741
-11.561751,100,2133.36596
-7.366353,100,2136.060204
-24.000836,100,2138.822651
992.76885,100,2141.67782
-17.058732,100,2144.460271
232.900415,100,2147.203758
-19.212871,100,2149.91668
-13.153763,100,2152.579238
-11.368601,100,2155.364585
-9.295137,100,2158.245612
-29.884025,100,2161.086704
-30.561078,100,2163.947252
-18.333476,100,2166.703177
188.018879,100,2169.764194
-20.645111,100,2172.648174
658.29938,100,2175.674754
-20.774693,100,2178.413298
-9.010964,100,2181.175581
-19.284963,100,2183.945625
-21.840657,100,2186.625412
-15.042554,100,2189.315623
993.13196,100,2192.017151
-18.196751,100,2194.768363
-21.701758,100,2197.549492
-11.665682,100,2200.2055
-17.512287,100,2202.955196
-9.391525,100,2205.655566
-11.609977,100,2208.35758
-9.96611,100,2211.05488
-20.363581,100,2213.759492
-18.567418,100,2216.395264
-11.646016,100,2219.075293
-20.58339,100,2221.860454
-30.259161,100,2224.565413
-11.556801,100,2227.250457
-18.418695,100,2229.965559
-19.370274,100,2232.772395
-20.336627,100,2235.836464
-21.766996,100,2238.760174
-18.236749,100,2241.649367
-49.064256,100,2244.586867
-20.051748,100,2247.385929
-12.951615,100,2250.697145
-17.200688,100,2254.115952
-9.273837,100,2256.86829
-24.025159,100,2259.632609
-30.20793,100,2262.434108
-9.192924,100,2265.405175
-10.859768,100,2268.384166
-12.792633,100,2271.186213
-19.802764,100,2273.945277
-8.483731,100,2276.675056
-18.054664,100,2279.481313
-8.850483,100,2282.342179
-9.855894,100,2284.995139
-24.525204,100,2287.753341
-9.973067,100,2291.044506
-11.919353,100,2293.745011
-29.726826,100,2296.57966
-8.813465,100,2299.404176
-8.4559,100,2302.121891
538.365267,100,2305.169044
-9.17653,100,2307.867931
-8.771974,100,2310.805105
-15.718508,100,2313.612978
-21.77435,100,2316.395239
-9.033088,100,2319.09505
-19.51158,100,2322.032464
-8.334965,100,2324.684715
-24.32081,100,2327.348184
-11.707402,100,2330.043212
-11.762294,100,2332.725184
-24.537131,100,2335.566338
458.391219,100,2338.373227
-24.322725,100,2341.087096
-9.446464,100,2343.742828
-9.908906,100,2346.411172
-22.764824,100,2349.10985
-10.814289,100,2351.775972
-24.582105,100,2354.454996
-9.895471,100,2357.215015
-18.591074,100,2359.877856
-9.058603,100,2362.589257
-9.930773,100,2365.353027
-9.866947,100,2368.245044
-20.57733,100,2370.987728
-12.678487,100,2373.708799
-18.008872,100,2376.610298
-20.287719,100,2379.358299
-9.923075,100,2382.239056
-9.070052,100,2385.307169
-19.820702,100,2388.111208
-18.419007,100,2390.866722
-31.466519,100,2393.594169
-24.599465,100,2396.293933
-18.050802,100,2399.016844
-15.640006,100,2401.805931
-18.410018,100,2404.885028
-24.602126,100,2407.614784
-31.207818,100,2410.321657
-11.76939,100,2413.129863
-11.272302,100,2415.992903
-15.487866,100,2418.848357
993.086763,100,2421.584582
-18.160204,100,2424.472594
-9.103353,100,2427.242708
-9.321532,100,2430.214773
-9.17254,100,2433.025019
-22.085244,100,2435.747313
568.320406,100,2438.607969
-18.053873,100,2441.305968
-17.678446,100,2444.043587
-9.735103,100,2446.784705
-17.696677,100,2449.632567
-9.407157,100,2452.494964
-20.281869,100,2455.367542
993.064601,100,2458.608738
-12.786,100,2461.465802
-7.91563,100,2464.257578
-12.001151,100,2467.28164
-18.318616,100,2470.024713
-9.912133,100,2473.239724
-11.998716,100,2476.156687
992.865306,100,2479.518562
-15.88884,100,2482.444486
-15.48881,100,2485.259794
-20.34925,100,2488.363668
-19.898988,100,2491.213683
-16.401081,100,2494.062774
-18.400648,100,2496.752106
-15.39528,100,2499.447718
-15.955768,100,2502.292008
-9.41803,100,2505.444674
-19.794033,100,2508.290295
-19.784698,100,2511.442307
-20.437149,100,2514.19463
-18.134624,100,2517.049381
-12.915096,100,2520.083483
-16.853169,100,2523.055329
-6.631264,100,2526.309757
992.63924,100,2529.435313
-24.437111,100,2532.253538
-9.241354,100,2535.054499
-16.743631,100,2537.980112
-19.002403,100,2541.11447
-6.595985,100,2544.163283
-17.808585,100,2547.024459
-17.963477,100,2549.860154
-19.585169,100,2552.853405
-18.692174,100,2555.631766
-20.18043,100,2558.483358
93.535599,100,2561.222465
-20.054892,100,2563.913248
-22.020878,100,2566.564459
-16.280013,100,2569.254385
-15.530269,100,2571.984174
-15.973545,100,2574.815067
-15.87371,100,2577.616179
-11.748993,100,2580.747254
-15.674013,100,2583.592457
-20.012929,100,2587.492226
-11.848154,100,2590.58316
-31.259682,100,2593.752236
-24.34419,100,2596.762427
183.508842,100,2599.765423
-20.495157,100,2602.756184
-7.003918,100,2605.51412
-18.933528,100,2608.322386
-12.019129,100,2611.224268
-31.126366,100,2614.524055
-11.330984,100,2617.639724
-18.098334,100,2620.484313
-18.079765,100,2623.360218
273.469585,100,2626.316234
-15.894141,100,2629.034151
638.170232,100,2632.006967
528.106485,100,2635.161863
-11.973363,100,2638.404277
-11.768716,100,2641.455376
-19.683668,100,2644.605201
-9.777396,100,2647.286003
-15.483829,100,2649.926896
-24.339073,100,2652.721337
992.596348,100,2655.672223
-11.604292,100,2658.381204
-11.372012,100,2661.31424
-20.169041,100,2664.107825
-23.962054,100,2667.274164
-11.11847,100,2669.896797
-15.965238,100,2672.688226
-11.0564,100,2675.32456
-22.50565,100,2677.943752
-18.391647,100,2678.262265
