#{"t_start": 1654294486.4496756, "env_id": "kelin-v0"}
r,l,t
-8.454061,100,360.113687
-27.064177,100,363.965708
-13.692925,100,367.226034
-17.467353,100,370.740904
-15.745712,100,374.660331
988.465697,100,378.722931
-12.120637,100,382.332857
-18.229401,100,385.8798
-26.873912,100,389.782997
-23.293642,100,393.228654
636.84346,100,397.281821
-25.476189,100,401.206772
-8.527983,100,405.234764
-8.579441,100,409.361791
-17.734339,100,413.52086
-19.639038,100,417.13268
-19.46296,100,420.78557
-20.60154,100,424.090866
-16.715339,100,427.688916
-27.364177,100,430.92069
991.597013,100,434.519858
-26.384153,100,437.789095
-21.011837,100,440.87741
-19.93519,100,443.93971
-28.268673,100,447.188715
-13.727469,100,450.256764
-15.261557,100,453.341926
-7.493803,100,456.402664
-21.802032,100,459.662749
-27.097442,100,462.758552
-14.564113,100,465.816799
-13.747448,100,469.008784
-19.501954,100,472.328822
-20.20275,100,475.40258
-28.969934,100,478.564667
-15.611366,100,481.619815
-19.272045,100,484.911136
-29.362926,100,488.757643
709.909861,100,492.667941
-16.125241,100,496.163332
-17.541235,100,499.531678
-13.838178,100,503.044415
-3.523246,100,506.746611
-19.844355,100,509.884629
-22.471211,100,513.273392
-13.816501,100,516.62142
-27.488459,100,520.515253
-25.942591,100,524.415542
-26.129597,100,527.708504
-22.256533,100,530.791435
-13.698406,100,534.008142
-12.999259,100,537.29255
-10.32103,100,540.863132
-15.157846,100,544.297104
324.235123,100,547.725303
-13.762334,100,551.634683
-20.805458,100,555.237225
-7.701896,100,558.854572
993.697291,100,562.220375
-18.198641,100,565.469828
-26.951687,100,568.601239
993.432198,100,571.848091
-10.376527,100,574.993485
-16.142361,100,578.126237
-28.47792,100,581.28825
-17.533994,100,584.523244
-21.148066,100,587.737252
-7.906856,100,590.946289
-22.952651,100,594.191905
-17.981016,100,597.334059
-25.37136,100,600.489269
-19.116974,100,603.709134
-14.05309,100,607.320191
-12.494063,100,611.223212
-22.826491,100,614.638279
-10.272557,100,618.179297
-24.506069,100,621.405211
-20.389,100,624.880378
-9.676819,100,628.959744
-32.372747,100,632.38029
629.530818,100,636.278831
-20.723276,100,640.40024
-15.792709,100,643.759109
-13.799912,100,647.033075
-11.339605,100,650.325162
-25.394692,100,653.598155
-26.626206,100,656.802233
-20.888305,100,660.007307
934.187138,100,663.702071
-30.21852,100,666.914955
-15.653339,100,670.074064
-21.472174,100,673.231152
396.636535,100,677.09936
-8.455005,100,682.037333
967.343219,100,686.08083
-12.797455,100,689.377637
-24.114253,100,692.738807
-19.835106,100,696.698771
-8.919901,100,700.061035
-22.284886,100,703.940985
-21.285469,100,707.527113
-8.570097,100,711.714859
-9.685196,100,715.193678
-6.487987,100,718.277086
-18.087863,100,721.375829
-16.276333,100,724.530913
918.162355,100,728.096929
-9.181507,100,732.002876
-17.732453,100,735.384597
-9.60045,100,738.861897
991.199388,100,742.104005
-24.794929,100,745.214776
-13.770216,100,748.304813
-16.542711,100,751.399517
-16.130568,100,754.832619
-21.142891,100,758.373725
1235.252222,100,762.171636
-11.744499,100,765.723619
-13.162607,100,769.050637
-9.126416,100,773.174848
-8.410408,100,776.93588
-27.643034,100,780.241585
-26.152121,100,784.153608
-15.830318,100,787.820063
-29.182057,100,791.576739
-15.01834,100,795.002915
-16.133229,100,798.390563
-11.306419,100,801.668608
-23.014491,100,805.309716
-10.854639,100,808.910598
-16.8247,100,812.203766
-19.941347,100,815.616556
-26.022514,100,818.772619
-8.482768,100,822.301673
-15.84647,100,825.67247
-13.266926,100,829.344754
443.143749,100,832.565569
-17.376324,100,835.827748
-21.275844,100,838.920031
-11.755308,100,842.066051
-19.427191,100,845.150094
-18.572778,100,848.207601
-19.952624,100,851.348327
-22.078536,100,854.522413
-18.398259,100,857.778196
-9.140698,100,860.896839
-25.388084,100,864.183618
-18.024991,100,867.337899
-17.08126,100,870.403581
-14.246783,100,873.672365
-7.579392,100,876.734349
-18.067542,100,879.79773
-20.298462,100,882.854562
1905.641153,100,886.218095
-25.760056,100,889.84133
-30.702778,100,892.93238
-19.153694,100,896.012291
-32.842663,100,899.105054
-15.775221,100,902.246501
-17.824892,100,905.299366
-23.979774,100,908.366005
-27.909053,100,911.389577
-12.901885,100,914.481411
-23.517722,100,917.753438
-17.899193,100,920.901037
-29.407577,100,923.938291
-21.195472,100,927.006014
-21.840521,100,930.036627
-11.302247,100,933.077201
-15.052679,100,936.12518
-20.106808,100,939.159026
-32.295251,100,942.324157
-22.464254,100,945.360277
-25.157598,100,948.418334
-23.257462,100,951.516241
-8.126921,100,954.571157
-24.189336,100,957.661744
-20.839567,100,960.764959
-30.660562,100,963.79934
-22.064532,100,966.945464
-21.53555,100,970.18308
-22.666507,100,973.236027
-17.76383,100,976.557374
-17.326097,100,979.783024
-20.113617,100,982.887106
-30.996875,100,985.936074
-11.054631,100,989.043028
-13.89623,100,992.093977
-15.175311,100,995.302062
-15.820036,100,999.322837
-13.465457,100,1003.001261
-11.486396,100,1006.573147
-19.642895,100,1010.706029
-30.690871,100,1014.237794
-22.992182,100,1017.60887
-19.795643,100,1021.113733
-25.18014,100,1024.441109
-10.408874,100,1027.481708
-22.200786,100,1030.533941
-19.641352,100,1033.586707
-17.242859,100,1036.664852
-16.484789,100,1039.876384
991.168542,100,1043.171171
-8.027831,100,1046.319097
-21.649938,100,1049.403345
-18.028966,100,1052.517008
-27.625068,100,1055.75104
-10.473556,100,1058.819674
-14.613874,100,1061.915828
-23.237517,100,1064.972585
-32.942163,100,1068.025919
-20.949549,100,1071.072777
-19.52307,100,1074.58238
-24.505962,100,1077.996799
-17.658509,100,1081.038002
-19.305191,100,1084.133658
-19.36132,100,1087.195407
991.478333,100,1090.561347
-19.346658,100,1093.640913
-20.364153,100,1096.724158
-13.283939,100,1099.81686
-17.963189,100,1102.905765
-19.012651,100,1106.063968
-12.146633,100,1109.362737
-20.813438,100,1112.472795
-12.4463,100,1115.608178
-24.7679,100,1118.697837
-29.037359,100,1122.141557
-17.936141,100,1125.909778
-14.577891,100,1129.066606
-28.873441,100,1132.135512
-13.065077,100,1135.284712
-24.823401,100,1138.366352
-31.389322,100,1141.625592
687.604671,100,1144.772349
-28.532617,100,1148.005378
991.74963,100,1151.279092
-31.78406,100,1154.405125
-15.827721,100,1157.476262
-7.028569,100,1160.569243
-22.552824,100,1163.610494
-25.925046,100,1166.729638
-16.742556,100,1169.940437
-17.824917,100,1173.446171
-14.681309,100,1176.720715
-14.323848,100,1180.746132
-20.588822,100,1184.211416
-10.272097,100,1187.526472
-13.288002,100,1190.737774
-21.599966,100,1194.478241
-28.641386,100,1198.666968
-22.917197,100,1202.27975
-9.91952,100,1205.479406
-18.242503,100,1208.772523
-22.678373,100,1212.358342
-15.875661,100,1215.630588
-26.716474,100,1218.929362
-10.719265,100,1222.330596
-30.588951,100,1225.670467
-20.991697,100,1229.011272
-26.970702,100,1232.696303
-18.184144,100,1235.883117
-24.85116,100,1239.242243
-14.676779,100,1243.013177
-32.020623,100,1247.13015
-22.983219,100,1250.57914
988.986147,100,1254.376326
-13.115628,100,1258.190218
991.063334,100,1262.057578
-21.645603,100,1265.228086
-10.296758,100,1268.321449
-22.831506,100,1271.397083
-22.688769,100,1275.431227
-15.283041,100,1278.753221
990.103327,100,1282.193029
-20.177832,100,1285.527117
-27.995907,100,1288.79901
-9.973984,100,1291.96196
-19.800321,100,1295.168123
-9.170398,100,1298.361101
-21.097611,100,1301.920208
-20.619357,100,1305.399115
1995.69972,100,1309.250067
-18.845204,100,1312.654104
-15.903918,100,1315.84334
-8.38108,100,1319.249037
-10.690552,100,1323.457112
-10.969021,100,1326.702951
341.51288,100,1330.139004
-18.258879,100,1333.339002
993.80164,100,1337.00688
-27.94645,100,1340.216923
990.344832,100,1344.29445
-11.746131,100,1348.077636
-14.250756,100,1351.758856
987.12865,100,1355.032916
994.151103,100,1359.181412
-24.869182,100,1362.940976
-17.688731,100,1366.085864
988.19102,100,1369.513397
-22.100654,100,1372.759882
994.385171,100,1376.029429
994.221068,100,1379.428962
750.972956,100,1382.733645
-21.799276,100,1385.942963
-8.010777,100,1389.121718
-7.34189,100,1392.542388
-18.370715,100,1395.837325
-9.277073,100,1399.04407
-27.10948,100,1402.305814
-28.638258,100,1405.542959
-24.444922,100,1408.713596
-16.775491,100,1411.895689
-19.413096,100,1415.21891
-31.62778,100,1418.431886
-33.086635,100,1421.664769
-20.381096,100,1424.87174
-17.60149,100,1428.111853
-14.551722,100,1431.385914
-27.315547,100,1434.586698
-19.057674,100,1437.92577
-11.684653,100,1441.174532
-17.864462,100,1444.470706
-24.249192,100,1447.661635
-14.58413,100,1450.903967
989.847023,100,1454.264288
993.586083,100,1457.673737
-19.031361,100,1460.866536
-19.643642,100,1464.11993
-29.14948,100,1467.327556
-25.709185,100,1470.569638
-21.117111,100,1473.85581
988.967979,100,1477.185794
-24.716751,100,1480.421739
991.398196,100,1483.757477
685.829503,100,1487.158689
-22.619902,100,1490.39535
-27.482194,100,1493.650595
-18.653917,100,1496.835392
-23.67787,100,1500.053599
-17.926113,100,1503.319677
-32.666073,100,1506.5825
-9.073823,100,1509.77184
-14.197691,100,1513.014529
-6.141789,100,1516.314547
-23.178576,100,1519.549434
-18.61096,100,1523.446602
-13.239097,100,1527.144529
-28.382493,100,1530.657772
987.321408,100,1537.157688
-31.508021,100,1544.249365
-14.313465,100,1551.091199
-29.946192,100,1558.248312
-9.286808,100,1564.923465
-13.330174,100,1571.363944
554.179025,100,1578.384487
320.217468,100,1585.299317
-20.798852,100,1592.234026
-23.236579,100,1599.272265
-19.334919,100,1606.309519
-20.656306,100,1613.439547
-23.83844,100,1620.342222
-16.537707,100,1627.225998
-16.51794,100,1634.187108
-8.447933,100,1641.106041
-22.858779,100,1648.077073
-25.04582,100,1654.981813
-21.01485,100,1662.179006
-8.70896,100,1669.337114
-24.085931,100,1676.520753
-15.218444,100,1683.427545
-16.51424,100,1690.395082
-24.325057,100,1697.311573
-11.410739,100,1704.044179
943.421489,100,1711.226038
-21.66947,100,1718.342878
984.893161,100,1725.393928
42.220147,100,1732.120307
-25.050628,100,1739.081929
-21.298767,100,1746.123837
986.447242,100,1753.353672
-30.639939,100,1760.258976
-20.024586,100,1767.309596
-14.116544,100,1774.393568
-17.430003,100,1781.4005
-26.389545,100,1788.620308
-31.028599,100,1795.713548
-18.423289,100,1802.562395
-30.032533,100,1809.536506
992.867791,100,1816.393615
-10.654105,100,1823.209446
-24.758095,100,1830.213541
-18.76872,100,1837.316509
-32.161556,100,1844.132471
-25.37159,100,1851.050889
-17.952668,100,1858.06643
-21.907632,100,1864.96236
-17.363449,100,1871.881536
-22.085156,100,1878.689996
-6.228456,100,1883.851504
-23.688275,100,1887.549349
-32.493363,100,1890.896394
-9.938389,100,1894.055338
782.889043,100,1897.797395
-19.93809,100,1901.223345
-23.357187,100,1904.39081
-26.266722,100,1907.575267
-23.242393,100,1910.75642
-22.826966,100,1914.120212
-29.529749,100,1917.226092
-12.102839,100,1920.396784
-19.293181,100,1923.571016
-22.661939,100,1926.923049
-20.977905,100,1930.332386
-30.39198,100,1933.780336
-21.262637,100,1937.244174
-18.618852,100,1940.894363
-24.600517,100,1944.378389
-11.991169,100,1947.804437
-10.538719,100,1951.273002
-23.24748,100,1954.932783
-23.127648,100,1958.3972
-27.628326,100,1961.895397
-31.922597,100,1965.513118
-20.980171,100,1969.273963
-10.730336,100,1972.770223
-17.212525,100,1976.346244
-25.753171,100,1979.905073
-22.72344,100,1983.699261
-12.923064,100,1987.358012
-11.7949,100,1991.421501
-24.150774,100,1995.48425
-25.007699,100,1999.406144
2156.10008,100,2004.005057
-15.317446,100,2008.025981
-26.652634,100,2011.915135
-28.683495,100,2016.340064
608.76044,100,2020.3759
-8.174667,100,2026.17603
-7.944951,100,2033.321022
-12.94637,100,2040.507277
993.453352,100,2045.026787
-15.912173,100,2048.400849
-17.376315,100,2051.560192
-21.447979,100,2054.930892
72.814754,100,2058.525508
-22.899598,100,2062.177965
991.473182,100,2066.363071
-11.465362,100,2070.128697
-6.510332,100,2073.630286
-13.74071,100,2076.853009
-17.86959,100,2080.122362
-17.170131,100,2083.840785
-14.80722,100,2087.341691
-31.128295,100,2090.804965
-9.114337,100,2094.338962
-31.411564,100,2098.002959
-27.031577,100,2101.489228
990.259047,100,2105.796561
-14.424548,100,2113.146944
-24.098454,100,2120.615186
-8.996364,100,2127.745828
-12.0534,100,2131.035828
-12.915183,100,2134.456004
-13.720304,100,2138.751121
987.00784,100,2143.42295
-18.303652,100,2150.235106
-17.182436,100,2157.744838
-29.736372,100,2164.939363
-27.308395,100,2171.880672
-17.286847,100,2178.936456
-17.811742,100,2186.054996
-9.362686,100,2193.065724
-11.695378,100,2200.978502
992.695294,100,2208.16042
-21.770515,100,2215.572376
-30.198013,100,2223.080778
-9.863657,100,2230.666361
-19.879449,100,2237.428208
-31.000748,100,2244.474051
825.779114,100,2251.861635
-28.160958,100,2259.220248
994.024973,100,2266.538142
-24.619309,100,2273.994555
-19.256573,100,2281.295232
-24.461799,100,2288.429049
-25.279821,100,2295.532627
-15.572565,100,2302.635673
-8.84813,100,2310.101018
-21.21636,100,2317.277147
758.837841,100,2324.56234
-21.013056,100,2332.072521
-14.375084,100,2339.34506
-10.998058,100,2343.292974
-28.424964,100,2346.935842
29.319791,100,2352.835809
-14.129795,100,2359.899614
-12.09422,100,2366.522451
-28.162483,100,2369.993109
-14.959741,100,2374.959046
-15.377563,100,2382.357795
-24.537046,100,2387.846928
-14.187179,100,2394.931393
-18.200361,100,2402.221979
992.034583,100,2408.663082
-25.822832,100,2413.575666
-15.175671,100,2417.877836
980.854227,100,2422.236178
-269.094552,100,2426.622602
-23.025799,100,2430.346696
-27.727882,100,2433.823866
-23.824978,100,2437.089703
-14.070028,100,2440.485708
582.726279,100,2444.241818
-14.104574,100,2447.54496
-30.226883,100,2450.795179
-9.827262,100,2454.237632
-14.721919,100,2457.662719
-21.486796,100,2461.150528
990.087076,100,2465.985661
-23.168865,100,2469.754692
-14.883784,100,2473.293647
-29.25156,100,2476.831827
114.469926,100,2480.444517
-26.027558,100,2484.270757
-28.904899,100,2487.822441
-19.112847,100,2491.320532
-23.509299,100,2494.928562
-12.516259,100,2498.733896
1236.03301,100,2502.98339
-14.43356,100,2506.575388
191.021878,100,2510.189332
-13.174423,100,2514.098098
-13.896807,100,2517.627386
-17.137581,100,2521.218461
-23.742844,100,2524.763858
-14.964131,100,2528.612375
-19.716212,100,2532.444649
-17.860796,100,2536.051341
-16.639309,100,2539.665377
-14.280185,100,2543.35757
-21.27747,100,2546.897408
630.203332,100,2550.786446
-14.011659,100,2554.611599
-21.983323,100,2558.392182
210.529193,100,2562.209321
-32.837236,100,2565.961416
-11.298719,100,2569.564069
-10.316134,100,2573.298604
-13.976733,100,2576.83134
-8.522738,100,2580.415677
987.976294,100,2584.627451
-31.086088,100,2588.432281
-19.068963,100,2592.033418
-23.098895,100,2595.849174
-26.681215,100,2599.552279
-14.422798,100,2603.317742
-22.144908,100,2606.90277
-27.255136,100,2610.452862
-19.810999,100,2614.152279
-25.66027,100,2618.19012
-16.870747,100,2621.81236
-15.203074,100,2625.506586
-16.784996,100,2629.320414
988.963179,100,2634.017057
-24.537169,100,2638.152261
-32.311792,100,2642.41099
-16.151438,100,2646.521654
-10.661797,100,2650.756593
-15.135077,100,2658.236049
-20.872415,100,2665.736948
-11.978289,100,2673.362309
-20.438763,100,2681.019245
-23.169367,100,2688.664112
-27.236078,100,2696.143935
-24.866019,100,2703.496986
-15.406494,100,2710.96385
-13.23913,100,2718.047884
-9.853229,100,2725.871939
-12.788448,100,2733.443196
-26.980077,100,2741.376077
-12.338417,100,2749.025296
-16.668284,100,2757.069568
-24.035907,100,2764.618754
-17.703745,100,2771.889604
-8.982211,100,2778.1338
-22.152057,100,2785.281648
-17.843832,100,2792.959298
-18.081431,100,2800.293053
-20.180142,100,2808.009728
-8.413435,100,2815.767672
-9.656503,100,2823.40412
-28.470254,100,2831.265512
-10.35926,100,2838.547608
-13.284055,100,2846.437805
-12.178507,100,2854.051341
988.88822,100,2862.222887
-31.359788,100,2870.197184
-12.797008,100,2877.982595
-22.474453,100,2885.533669
-19.910253,100,2893.360451
-164.721391,100,2900.353189
-16.111256,100,2908.307556
-26.742239,100,2915.561746
-10.536181,100,2923.378325
-20.890063,100,2930.808825
-16.098348,100,2938.103259
-12.268356,100,2945.738428
-29.262122,100,2953.541049
-19.484194,100,2961.336244
-28.165965,100,2968.796031
-23.125757,100,2974.211754
-15.411623,100,2979.666641
