#{"t_start": 1654289710.4320152, "env_id": "kelin-v0"}
r,l,t
-21.785325,100,1586.44205
-11.204105,100,1589.71843
-12.754485,100,1592.900447
-19.246381,100,1596.088149
-8.173101,100,1599.262045
-25.002542,100,1602.511999
-8.212571,100,1605.658037
-20.590672,100,1608.872275
-12.014513,100,1612.078773
-30.973992,100,1615.302336
-9.188293,100,1618.737527
-21.843961,100,1622.61216
-10.709911,100,1625.980066
-19.580727,100,1629.45627
-17.127769,100,1633.037073
-12.253682,100,1636.820406
-20.034966,100,1640.19148
-7.222844,100,1643.878807
-18.771032,100,1647.200891
-12.469551,100,1650.629126
-11.22373,100,1653.892236
-11.753013,100,1656.992033
-11.938966,100,1660.111209
-20.794966,100,1663.401885
-20.59492,100,1666.546144
-19.054981,100,1669.681822
-11.333067,100,1672.810839
-9.51455,100,1676.157088
-17.36908,100,1679.268933
-22.162135,100,1682.417228
993.503211,100,1686.012986
-10.205206,100,1689.503138
-20.324518,100,1692.652097
-12.188459,100,1695.779814
-11.236329,100,1698.906754
-22.148186,100,1702.225914
73.601899,100,1706.026362
-22.143732,100,1709.579789
-9.17696,100,1713.10002
-18.591525,100,1716.421736
-12.359116,100,1719.861845
-20.189272,100,1723.306891
-30.184723,100,1727.208458
-10.030218,100,1730.771862
-12.350156,100,1734.382207
-8.519085,100,1737.832095
-10.408087,100,1741.631716
-21.641474,100,1745.621776
243.446153,100,1749.090817
-22.223094,100,1752.618081
-18.016838,100,1756.082639
-8.227442,100,1759.751377
-8.253504,100,1763.101981
-14.929559,100,1766.301604
-8.341708,100,1769.584379
-11.325921,100,1773.104747
-24.298871,100,1776.409121
-21.598506,100,1779.679423
-20.616809,100,1782.961551
-20.312396,100,1786.169713
993.399376,100,1789.829498
-11.889288,100,1793.811054
-10.318725,100,1797.192751
-22.277412,100,1800.504274
-21.628055,100,1803.786379
-21.44402,100,1806.972561
-12.146202,100,1810.269472
343.621156,100,1813.539604
-19.752472,100,1816.76071
-8.302888,100,1820.201576
-24.122532,100,1823.521589
-20.984527,100,1826.941548
-29.860529,100,1830.185718
-24.215213,100,1833.531339
-12.101811,100,1837.000778
-30.678005,100,1840.471276
-19.680836,100,1844.062473
-10.58255,100,1847.515529
-20.154262,100,1851.278193
-22.991033,100,1854.689567
-17.215874,100,1857.99454
-17.868981,100,1861.261552
-10.606737,100,1864.494235
-16.893368,100,1867.864157
-22.101091,100,1871.212481
-9.423046,100,1874.620487
-16.98245,100,1877.969539
-10.685118,100,1881.212171
-16.774763,100,1884.521103
-19.594606,100,1887.811471
-12.148156,100,1891.11147
-22.504404,100,1894.380339
-16.717182,100,1897.661312
-22.247028,100,1900.929014
-15.218828,100,1904.171513
-17.050396,100,1907.451448
93.350605,100,1910.801577
-20.152006,100,1914.181266
-17.193231,100,1917.43633
-16.645747,100,1920.701535
-8.525196,100,1924.011472
-10.081759,100,1927.277022
993.004623,100,1930.662192
-24.475176,100,1934.154151
-10.270186,100,1937.828254
-17.748212,100,1941.530614
-22.961051,100,1945.311221
-21.035475,100,1948.839396
-6.608603,100,1952.2961
-9.487324,100,1955.769232
-20.914978,100,1959.114087
-22.198678,100,1962.421115
-11.996997,100,1965.681212
-14.791306,100,1969.001157
-10.40062,100,1972.393914
-20.634387,100,1975.750928
-12.257412,100,1979.019012
-16.390415,100,1982.341217
-17.161706,100,1985.610862
-8.3417,100,1988.91875
-17.834865,100,1992.22096
-9.317402,100,1995.492638
-16.700626,100,1998.825585
-8.093577,100,2002.283728
-21.481988,100,2005.651493
-20.377095,100,2008.970892
-21.695138,100,2012.260092
-11.763469,100,2015.576387
993.426125,100,2018.991081
-17.891902,100,2022.270834
-22.208887,100,2025.620849
-24.453785,100,2028.951074
-8.553996,100,2032.248784
383.445767,100,2035.660963
-11.991873,100,2038.970035
333.518654,100,2042.37904
-8.17619,100,2045.709683
-18.388207,100,2049.13099
-22.594891,100,2052.339983
-15.119186,100,2055.636268
-31.327869,100,2058.960963
-9.569513,100,2062.253697
-21.516678,100,2065.635746
-12.515739,100,2068.920904
-7.037164,100,2072.210991
-19.929493,100,2075.520628
-11.586996,100,2078.863545
-11.570036,100,2082.176714
-22.720697,100,2085.462783
-6.65213,100,2088.830852
-8.306293,100,2092.300784
-21.29753,100,2095.709028
-22.204708,100,2099.09308
-6.834083,100,2102.44101
-19.60941,100,2105.768785
-19.544305,100,2109.071556
-8.326487,100,2112.38544
-20.237545,100,2115.745032
-17.215594,100,2119.01947
993.352001,100,2122.529479
-17.748266,100,2125.870609
993.168646,100,2129.338885
-10.448031,100,2132.685001
-11.300666,100,2136.060704
-19.175607,100,2139.440467
993.071894,100,2142.910844
993.505243,100,2146.489391
-10.315191,100,2149.895116
-30.129007,100,2153.309586
-12.327798,100,2156.650372
-12.147214,100,2159.979645
-12.704247,100,2163.353759
993.312236,100,2166.783275
-19.571888,100,2170.140587
-19.531053,100,2173.439709
-6.948083,100,2176.87277
-18.655044,100,2180.230586
-20.775388,100,2183.735408
-21.403945,100,2187.070525
-17.304371,100,2190.462606
-21.727897,100,2193.804149
-24.817798,100,2197.254337
-21.033847,100,2201.445191
-24.336612,100,2205.052489
-11.415005,100,2208.473461
-14.869631,100,2212.056494
-21.702364,100,2215.33276
-20.366863,100,2218.848364
-21.512747,100,2222.143776
-20.286846,100,2225.454686
-29.961422,100,2228.797055
-12.336326,100,2232.312495
-22.163356,100,2235.588032
-20.863195,100,2238.91801
-8.938354,100,2242.230961
-18.830398,100,2245.763556
-18.083837,100,2249.11033
-22.503032,100,2252.535028
-20.438115,100,2255.923805
993.609537,100,2259.999349
-22.079066,100,2263.366655
-14.477936,100,2266.793998
-9.438964,100,2270.550674
-12.580475,100,2274.450214
-19.398678,100,2278.080346
-19.532311,100,2281.734449
253.601826,100,2285.623075
-17.518643,100,2289.97923
-14.829906,100,2294.187892
-14.803195,100,2298.283041
-14.589628,100,2303.137767
993.445011,100,2307.425827
-11.388084,100,2311.110158
-17.369609,100,2315.162965
-14.513065,100,2319.381444
-10.427504,100,2323.069949
-17.6558,100,2326.933139
-10.302645,100,2330.602146
-17.470133,100,2334.76779
-14.790324,100,2338.769109
-22.3566,100,2342.352647
-22.531463,100,2345.918957
-21.645695,100,2349.320086
-12.120053,100,2352.918947
993.639224,100,2356.77669
-11.061484,100,2360.208796
-19.178595,100,2363.61994
-21.200332,100,2367.3816
383.694533,100,2370.960118
993.46859,100,2374.853967
-15.003457,100,2378.238962
-11.593783,100,2381.928986
-10.519837,100,2385.383541
-30.414995,100,2388.948709
-19.040259,100,2392.362891
-30.379313,100,2396.064647
-10.423,100,2399.960953
-22.048836,100,2404.089044
-11.540479,100,2407.827729
263.745444,100,2411.445813
-30.488685,100,2414.922745
-20.529864,100,2418.411405
-15.420332,100,2421.89957
-17.867943,100,2425.428835
-20.591517,100,2428.953842
-11.427743,100,2432.527889
-12.232642,100,2436.029522
-16.495366,100,2439.572861
-12.518414,100,2443.079798
-12.012369,100,2446.574196
-20.672918,100,2450.053937
-17.330888,100,2453.608735
-30.600103,100,2457.149922
-30.5179,100,2460.689926
-9.450447,100,2464.149716
-19.746638,100,2468.007359
-21.798077,100,2473.281322
-20.916051,100,2478.303746
-14.313875,100,2481.959551
-8.788463,100,2485.635549
-10.447417,100,2489.349581
-19.591685,100,2493.012515
-18.06406,100,2496.676774
-18.470027,100,2500.421616
-12.082912,100,2504.12566
-18.78877,100,2507.840588
-21.2114,100,2511.399501
-8.432899,100,2515.078544
-8.616459,100,2518.761248
-15.103982,100,2523.052509
-19.709087,100,2527.389261
-10.492706,100,2531.668459
-10.399472,100,2535.686427
-12.136562,100,2539.390183
-11.476629,100,2542.958405
-21.169312,100,2546.648403
443.70265,100,2550.456528
-8.524754,100,2554.257735
993.489265,100,2558.122343
-14.929629,100,2561.746108
-20.29318,100,2565.698209
-24.130606,100,2569.682816
-12.906829,100,2575.168237
-15.375604,100,2579.531143
-11.203173,100,2583.829236
-19.42142,100,2588.166472
-6.896987,100,2592.649283
-24.509052,100,2597.017787
-30.261135,100,2601.601741
-9.521592,100,2606.68585
-11.476871,100,2610.733133
993.086943,100,2615.36045
-11.31731,100,2619.592568
-17.25315,100,2623.550335
